,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4905,white,6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.9891200000000001,3.29,0.42,12.8,7
4906,white,9.4,0.24,0.29,8.5,0.037000000000000005,124.0,208.0,0.99395,2.9,0.38,11.0,3
4907,white,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6
4908,white,6.7,0.46,0.27,5.2,0.039,35.0,96.0,0.99129,3.16,0.44,12.4,7
4909,white,6.3,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46,12.9,7
4910,white,6.0,0.19,0.29,1.1,0.047,67.0,152.0,0.9916,3.54,0.59,11.1,7
4911,white,5.9,0.24,0.28,1.3,0.032,36.0,95.0,0.9888899999999999,3.08,0.64,12.9,7
4912,white,7.3,0.145,0.33,1.1,0.042,14.0,64.0,0.9901200000000001,3.1,0.37,11.8,7
4913,white,6.6,0.435,0.38,9.2,0.057999999999999996,66.0,243.0,0.9983299999999999,3.23,0.54,9.1,6
4914,white,5.8,0.18,0.37,1.2,0.036000000000000004,19.0,74.0,0.9885299999999999,3.09,0.49,12.7,7
4915,white,5.8,0.18,0.37,1.1,0.036000000000000004,31.0,96.0,0.9894200000000001,3.16,0.48,12.0,6
4916,white,5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,6
4917,white,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,7
4918,white,5.1,0.21,0.28,1.4,0.047,48.0,148.0,0.9916799999999999,3.5,0.49,10.4,5
4919,white,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,5
4920,white,6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,6
4921,white,5.7,0.26,0.3,1.8,0.039,30.0,105.0,0.98995,3.48,0.52,12.5,7
4922,white,7.1,0.17,0.31,1.6,0.037000000000000005,15.0,103.0,0.991,3.14,0.5,12.0,6
4923,white,6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.9915200000000001,3.16,0.51,11.6,6
4924,white,6.8,0.25,0.28,5.0,0.035,42.0,126.0,0.9904799999999999,3.12,0.38,12.6,7
4925,white,6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.9920399999999999,3.15,0.42,10.2,5
4926,white,5.8,0.17,0.36,1.3,0.036000000000000004,11.0,70.0,0.9920200000000001,3.43,0.68,10.4,7
4927,white,6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,5
4928,white,6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.9909100000000001,3.02,0.5,11.0,6
4929,white,6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.99472,3.11,0.52,10.1,6
4930,white,6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.9945200000000001,3.08,0.52,10.5,6
4931,white,6.5,0.22,0.28,3.7,0.059000000000000004,29.0,151.0,0.99177,3.23,0.41,12.1,7
4932,white,5.1,0.165,0.22,5.7,0.047,42.0,146.0,0.9934,3.18,0.55,9.9,6
4933,white,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,6
4934,white,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6
4935,white,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6
4936,white,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6
4937,white,7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6
4938,white,7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.9942200000000001,3.08,0.47,9.5,6
4939,white,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.9899899999999999,3.32,0.54,12.6,6
4940,white,7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.9942200000000001,3.08,0.47,9.5,6
4941,white,6.5,0.26,0.32,6.65,0.059000000000000004,34.0,104.0,0.99254,3.18,0.42,11.1,5
4942,white,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,7
4943,white,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6
4944,white,6.8,0.18,0.24,9.8,0.057999999999999996,64.0,188.0,0.9952,3.13,0.51,10.6,6
4945,white,6.7,0.18,0.24,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,10.6,6
4946,white,6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,6
4947,white,7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6
4948,white,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.9959600000000001,3.34,0.5,9.9,6
4949,white,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6
4950,white,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6
4951,white,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6
4952,white,6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6
4953,white,5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57,11.8,7
4954,white,5.3,0.32,0.23,9.65,0.026000000000000002,26.0,119.0,0.9916799999999999,3.18,0.53,12.2,6
4955,white,6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.99556,3.19,0.37,10.7,6
4956,white,6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,7
4957,white,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6
4958,white,6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6
4959,white,7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,3.05,0.53,11.3,7
4960,white,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.9959600000000001,3.34,0.5,9.9,6
4961,white,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6
4962,white,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6
4963,white,6.0,0.2,0.26,1.1,0.033,38.0,67.0,0.98954,3.14,0.38,11.5,6
4964,white,7.6,0.2,0.26,4.8,0.033,26.0,76.0,0.9907600000000001,2.98,0.49,12.3,7
4965,white,6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6
4966,white,6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.9879399999999999,3.08,0.43,13.2,6
4967,white,6.6,0.18,0.28,1.7,0.040999999999999995,53.0,161.0,0.9920700000000001,3.13,0.45,10.2,6
4968,white,7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,7
4969,white,6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.9879399999999999,3.08,0.43,13.2,6
4970,white,6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6
4971,white,5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.99336,3.47,0.5,11.0,6
4972,white,6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.98882,2.98,0.43,13.2,7
4973,white,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5
4974,white,7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.997,3.25,0.53,10.2,6
4975,white,6.6,0.18,0.28,1.7,0.040999999999999995,53.0,161.0,0.9920700000000001,3.13,0.45,10.2,6
4976,white,7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,6
4977,white,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.9904200000000001,3.16,0.42,12.5,8
4978,white,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5
4979,white,6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,7
4980,white,6.9,0.19,0.35,6.9,0.045,51.0,125.0,0.9933,3.1,0.44,10.7,7
4981,white,6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,7
4982,white,6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.99316,3.38,0.55,11.2,6
4983,white,6.8,0.23,0.3,6.95,0.044000000000000004,42.0,179.0,0.9946,3.25,0.56,10.6,6
4984,white,6.4,0.32,0.31,1.9,0.037000000000000005,34.0,126.0,0.99,3.06,0.45,11.8,6
4985,white,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.9904200000000001,3.16,0.42,12.5,8
4986,white,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5
4987,white,8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,6
4988,white,6.6,0.24,0.3,11.3,0.026000000000000002,11.0,77.0,0.9938100000000001,3.13,0.55,12.8,7
4989,white,6.9,0.29,0.3,8.2,0.026000000000000002,35.0,112.0,0.99144,3.0,0.37,12.3,6
4990,white,6.9,0.28,0.3,8.3,0.026000000000000002,37.0,113.0,0.99139,2.99,0.38,12.3,8
4991,white,6.7,0.38,0.26,9.55,0.036000000000000004,35.0,91.0,0.9919,2.98,0.37,12.4,6
4992,white,8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42,12.3,6
4993,white,6.5,0.25,0.45,7.8,0.048,52.0,188.0,0.9957600000000001,3.2,0.53,9.1,5
4994,white,6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,5
4995,white,7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47,10.6,6
4996,white,6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.9930399999999999,3.19,0.47,10.3,6
4997,white,6.1,0.33,0.32,7.8,0.052000000000000005,52.0,183.0,0.9965700000000001,3.39,0.65,9.5,5
4998,white,5.6,0.32,0.33,7.4,0.037000000000000005,25.0,95.0,0.9926799999999999,3.25,0.49,11.1,6
4999,white,7.7,0.46,0.18,3.3,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,10.8,6
5000,white,8.8,0.19,0.3,5.0,0.027999999999999997,34.0,120.0,0.9924200000000001,2.94,0.47,11.2,5
5001,white,7.7,0.46,0.18,3.3,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,10.8,6
5002,white,8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49,11.4,5
5003,white,5.8,0.18,0.28,1.3,0.034,9.0,94.0,0.99092,3.21,0.52,11.2,6
5004,white,5.8,0.15,0.32,1.2,0.037000000000000005,14.0,119.0,0.9913700000000001,3.19,0.5,10.2,6
5005,white,5.6,0.32,0.33,7.4,0.037000000000000005,25.0,95.0,0.9926799999999999,3.25,0.49,11.1,6
5006,white,6.1,0.33,0.32,7.8,0.052000000000000005,52.0,183.0,0.9965700000000001,3.39,0.65,9.5,5
5007,white,7.1,0.32,0.3,9.9,0.040999999999999995,63.0,192.0,0.9964200000000001,3.12,0.49,10.2,6
5008,white,6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,3
5009,white,8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.9945799999999999,3.15,0.45,11.5,7
5010,white,6.0,0.14,0.17,5.6,0.036000000000000004,37.0,127.0,0.9937299999999999,3.05,0.57,9.8,6
5011,white,6.8,0.24,0.29,9.5,0.042,56.0,157.0,0.9958600000000001,3.11,0.51,10.1,6
5012,white,6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.9994200000000001,2.95,0.75,8.8,6
5013,white,8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.9945799999999999,3.15,0.45,11.5,7
5014,white,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7
5015,white,7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6
5016,white,6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,4
5017,white,7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6
5018,white,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7
5019,white,7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,5
5020,white,6.3,0.29,0.28,4.7,0.059000000000000004,28.0,81.0,0.99036,3.24,0.56,12.7,8
5021,white,6.2,0.28,0.28,4.3,0.026000000000000002,22.0,105.0,0.9890000000000001,2.98,0.64,13.1,8
5022,white,7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.9994700000000001,3.35,0.78,9.1,5
5023,white,6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6
5024,white,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6
5025,white,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6
5026,white,5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6
5027,white,6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6
5028,white,7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.9994700000000001,3.35,0.78,9.1,5
5029,white,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6
5030,white,7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6
5031,white,7.8,0.29,0.29,3.15,0.044000000000000004,41.0,117.0,0.9915299999999999,3.24,0.35,11.5,5
5032,white,6.2,0.255,0.27,1.3,0.037000000000000005,30.0,86.0,0.98834,3.05,0.59,12.9,7
5033,white,8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.9913799999999999,2.95,0.39,12.5,6
5034,white,6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.9892799999999999,3.25,0.33,12.3,6
5035,white,6.9,0.24,0.23,7.1,0.040999999999999995,20.0,97.0,0.99246,3.1,0.85,11.4,6
5036,white,6.7,0.4,0.22,8.8,0.052000000000000005,24.0,113.0,0.9957600000000001,3.22,0.45,9.4,5
5037,white,6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5
5038,white,6.7,0.4,0.22,8.8,0.052000000000000005,24.0,113.0,0.9957600000000001,3.22,0.45,9.4,5
5039,white,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,5
5040,white,7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,5
5041,white,5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.9905799999999999,3.1,0.33,11.8,7
5042,white,6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,6
5043,white,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5
5044,white,6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8
5045,white,7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,6
5046,white,6.0,0.17,0.29,9.7,0.044000000000000004,33.0,98.0,0.99536,3.12,0.36,9.2,6
5047,white,6.7,0.47,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13.0,7
5048,white,6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8
5049,white,6.6,0.21,0.29,5.35,0.028999999999999998,43.0,106.0,0.9911200000000001,2.93,0.43,11.5,7
5050,white,6.6,0.21,0.29,5.35,0.028999999999999998,43.0,106.0,0.9911200000000001,2.93,0.43,11.5,7
5051,white,8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,5
5052,white,5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,6
5053,white,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,5
5054,white,7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,12.2,6
5055,white,6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.9911399999999999,3.06,0.52,10.6,5
5056,white,6.1,0.105,0.31,1.3,0.037000000000000005,55.0,145.0,0.9912,3.41,0.41,11.1,7
5057,white,5.8,0.32,0.2,2.6,0.027000000000000003,17.0,123.0,0.98936,3.36,0.78,13.9,7
5058,white,7.6,0.22,0.28,12.0,0.055999999999999994,68.0,143.0,0.9983,2.99,0.3,9.2,6
5059,white,6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.9953200000000001,2.98,0.56,10.5,6
5060,white,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,11.3,8
5061,white,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6
5062,white,6.2,0.3,0.31,1.6,0.035,40.0,106.0,0.9891399999999999,3.26,0.39,12.9,7
5063,white,6.9,0.29,0.41,7.8,0.046,52.0,171.0,0.9953700000000001,3.12,0.51,9.6,5
5064,white,6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,6
5065,white,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6
5066,white,6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.9974200000000001,3.04,0.45,8.8,5
5067,white,6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.9888399999999999,3.23,0.34,13.2,8
5068,white,7.6,0.22,0.28,12.0,0.055999999999999994,68.0,143.0,0.9983,2.99,0.3,9.2,6
5069,white,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,11.3,8
5070,white,6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.9953200000000001,2.98,0.56,10.5,6
5071,white,6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,6
5072,white,6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
5073,white,6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6
5074,white,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
5075,white,6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8
5076,white,7.6,0.31,0.24,1.8,0.037000000000000005,39.0,150.0,0.9913,3.05,0.44,11.8,7
5077,white,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
5078,white,5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,3.22,0.57,13.1,7
5079,white,6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
5080,white,5.8,0.22,0.3,1.1,0.047,36.0,131.0,0.992,3.26,0.45,10.4,5
5081,white,5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,13.4,8
5082,white,6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0,7
5083,white,6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8
5084,white,7.5,0.21,0.32,4.8,0.055999999999999994,39.0,113.0,0.99393,3.11,0.52,10.2,7
5085,white,6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.9904,3.07,0.39,11.7,6
5086,white,6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6
5087,white,7.8,0.2,0.2,1.4,0.036000000000000004,25.0,83.0,0.9908799999999999,3.03,0.46,11.7,6
5088,white,6.7,0.28,0.31,7.4,0.040999999999999995,7.0,81.0,0.99254,3.04,0.47,11.4,8
5089,white,7.6,0.31,0.24,1.8,0.037000000000000005,39.0,150.0,0.9913,3.05,0.44,11.8,7
5090,white,8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.9915799999999999,3.09,0.32,11.2,6
5091,white,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,0.99408,3.19,0.44,13.0,7
5092,white,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,0.99408,3.19,0.44,13.0,7
5093,white,6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.9947299999999999,3.34,0.52,10.9,6
5094,white,6.3,0.22,0.28,2.4,0.042,38.0,102.0,0.98998,3.14,0.37,11.6,7
5095,white,6.0,0.24,0.28,3.95,0.038,61.0,134.0,0.99146,3.3,0.54,11.3,7
5096,white,7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.9974200000000001,3.29,0.5,12.0,6
5097,white,6.4,0.3,0.36,2.0,0.052000000000000005,18.0,141.0,0.9927299999999999,3.38,0.53,10.5,6
5098,white,6.1,0.33,0.3,3.0,0.036000000000000004,30.0,124.0,0.9892200000000001,3.31,0.4,13.1,7
5099,white,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,0.99408,3.19,0.44,13.0,7
5100,white,6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.9947299999999999,3.34,0.52,10.9,6
5101,white,6.7,0.29,0.45,14.3,0.054000000000000006,30.0,181.0,0.99869,3.14,0.57,9.1,5
5102,white,6.9,0.33,0.31,4.2,0.04,21.0,93.0,0.9896,3.18,0.48,13.4,7
5103,white,6.5,0.16,0.34,1.4,0.028999999999999998,29.0,133.0,0.99108,3.33,0.64,11.5,7
5104,white,6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.99134,3.38,0.68,11.2,7
5105,white,7.5,0.33,0.28,4.9,0.042,21.0,155.0,0.99385,3.36,0.57,10.9,6
5106,white,7.1,0.36,0.28,2.4,0.036000000000000004,35.0,115.0,0.98936,3.19,0.44,13.5,7
5107,white,6.7,0.29,0.45,14.3,0.054000000000000006,30.0,181.0,0.99869,3.14,0.57,9.1,5
5108,white,6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.9960600000000001,3.17,0.55,9.9,6
5109,white,7.0,0.22,0.24,11.0,0.040999999999999995,75.0,167.0,0.99508,2.98,0.56,10.5,6
5110,white,6.5,0.19,0.28,1.4,0.046,22.0,90.0,0.9903799999999999,3.18,0.51,11.7,7
5111,white,6.3,0.21,0.31,1.2,0.043,30.0,117.0,0.9915799999999999,3.49,0.68,11.0,6
5112,white,7.9,0.35,0.28,12.9,0.032,13.0,63.0,0.9932,2.99,0.43,13.0,6
5113,white,7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.99164,2.93,0.41,13.6,6
5114,white,6.8,0.19,0.33,1.3,0.031,22.0,87.0,0.98987,3.08,0.62,12.3,7
5115,white,7.2,0.33,0.34,2.0,0.044000000000000004,61.0,171.0,0.9894700000000001,3.25,0.53,13.3,7
5116,white,6.6,0.29,0.29,1.8,0.036000000000000004,38.0,102.0,0.98819,3.08,0.42,13.7,7
5117,white,7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.9913299999999999,3.19,0.52,11.1,5
5118,white,6.9,0.33,0.62,7.5,0.038,46.0,132.0,0.9914299999999999,3.23,0.43,13.4,7
5119,white,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5
5120,white,5.9,0.23,0.24,3.8,0.038,61.0,152.0,0.99139,3.31,0.5,11.3,7
5121,white,6.6,0.32,0.41,7.2,0.048,55.0,178.0,0.9953700000000001,3.2,0.46,9.4,5
5122,white,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5
5123,white,5.3,0.36,0.27,6.3,0.027999999999999997,40.0,132.0,0.9918600000000001,3.37,0.4,11.6,6
5124,white,5.3,0.36,0.27,6.3,0.027999999999999997,40.0,132.0,0.9918600000000001,3.37,0.4,11.6,6
5125,white,8.9,0.27,0.28,0.8,0.024,29.0,128.0,0.9898399999999999,3.01,0.35,12.4,6
5126,white,7.6,0.23,0.29,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6
5127,white,6.9,0.75,0.13,6.3,0.036000000000000004,19.0,50.0,0.9931200000000001,3.09,0.25,11.1,4
5128,white,7.1,0.35,0.27,3.1,0.034,28.0,134.0,0.9897,3.26,0.38,13.1,7
5129,white,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5
5130,white,6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.9952799999999999,3.15,0.48,9.2,5
5131,white,7.2,0.23,0.46,6.4,0.036000000000000004,17.0,85.0,0.99279,3.1,0.78,11.7,6
5132,white,6.6,0.22,0.3,14.7,0.045,50.0,136.0,0.9970399999999999,3.14,0.37,10.6,6
5133,white,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5
5134,white,6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.9952799999999999,3.15,0.48,9.2,5
5135,white,7.2,0.24,0.28,1.9,0.032,30.0,92.0,0.9914,3.1,0.39,10.9,6
5136,white,6.2,0.27,0.47,1.2,0.146,28.0,105.0,0.99224,3.23,0.51,10.1,5
5137,white,6.5,0.28,0.25,4.8,0.028999999999999998,54.0,128.0,0.99074,3.17,0.44,12.2,7
5138,white,7.2,0.27,0.31,1.2,0.031,27.0,80.0,0.98892,3.03,0.33,12.7,6
5139,white,7.8,0.28,0.25,3.4,0.024,27.0,99.0,0.98959,2.98,0.37,13.0,6
5140,white,8.1,0.26,0.27,4.3,0.03,43.0,123.0,0.9921200000000001,3.16,0.33,11.2,6
5141,white,6.6,0.23,0.37,8.5,0.036000000000000004,46.0,153.0,0.9957600000000001,3.2,0.48,9.4,6
5142,white,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
5143,white,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
5144,white,7.3,0.2,0.29,19.5,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6
5145,white,6.6,0.23,0.37,8.5,0.036000000000000004,46.0,153.0,0.9957600000000001,3.2,0.48,9.4,6
5146,white,7.3,0.2,0.29,19.9,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6
5147,white,6.2,0.47,0.19,8.3,0.028999999999999998,24.0,142.0,0.992,3.22,0.45,12.3,6
5148,white,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
5149,white,7.2,0.14,0.32,1.1,0.022000000000000002,48.0,116.0,0.99218,3.04,0.67,10.0,6
5150,white,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,6
5151,white,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,6
5152,white,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,6
5153,white,8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.9906200000000001,2.92,0.36,11.1,6
5154,white,5.8,0.14,0.15,6.1,0.042,27.0,123.0,0.9936200000000001,3.06,0.6,9.9,6
5155,white,4.8,0.21,0.21,10.2,0.037000000000000005,17.0,112.0,0.99324,3.66,0.48,12.2,7
5156,white,8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.9906200000000001,2.92,0.36,11.1,6
5157,white,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,6
5158,white,7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4
